index,H1,DBC,EC,HFF,NPC,TB
FOSB,0.00060963864,0.04243402,0.013230996,0.9485319,0.006064705,0.46443653
DMGDH,0.0,0.010171324,3.0178924e-05,0.021910403,0.008449762,0.009217006
PASD1,0.0,0.0,0.0,0.0,6.149643e-05,0.0
HTR7,0.27543613,0.071969554,0.47850806,0.007074211,0.021086382,0.024533667
CMKLR1,0.0035769264,0.055648178,0.064433604,0.007043497,0.004993614,0.0
RETN,0.0,0.0,0.00015563294,0.0,0.0,0.0
ZNF865,0.14864382,0.13037765,0.137374,0.11673278,0.1612965,0.14815533
C7orf69,0.0043198243,0.008271731,0.00687235,0.007624506,0.0071002836,0.008469544
HTR3C,0.00025075284,0.0,1.338992e-05,0.0,0.00011547902,0.0
TRPC5,0.0074620997,0.0025897457,0.031260546,0.0,0.0013542513,0.0
OR52B6,0.0,0.0,0.0003856115,0.0,0.0003672762,0.0
PIK3C2G,0.00053732685,1.5612208e-05,0.0,0.0,0.0,0.38445833
ANTXR1,0.34279543,0.54822266,0.04707051,3.0890458,0.05955527,0.13462482
EIF3CL,0.04219586,9.6596596e-05,0.02836705,0.0042703142,0.0023628364,0.011588982
CPXCR1,0.0,0.0,0.0,0.0,0.0,0.0
C5orf52,6.970553e-05,0.0,0.0,0.0,0.0,0.0
LYST,0.0074942927,0.08229128,0.3205349,1.038089,0.14781794,0.1587941
MICALCL,5.3137474e-06,0.0003496535,0.018030975,9.7101554e-05,2.849309e-05,0.018642996
IL18R1,0.00285393,0.124576844,0.17301251,0.007296865,3.8901595e-05,0.0
VHL,0.6079222,0.77768904,0.9758418,0.634444,0.94598424,1.184208
GPR150,0.0,0.00019230813,0.0,8.5454616e-05,9.760328e-06,0.0
CRYBB3,6.3177744e-05,1.8582929e-05,0.0,0.0,2.6339783e-05,0.0
DLGAP5,2.6929312,1.050575,0.6373471,0.44927642,3.4144807,0.37104443
MARCO,0.0,0.0,0.0,0.0,8.745977e-05,0.0
GIMAP1,0.013968932,0.024293823,0.028847167,0.019625068,0.022651197,0.022508595
CD1A,7.310457e-06,0.0,0.016448988,0.0,0.0,0.0
CXorf51B,0.0,0.00030613816,0.0,0.0,0.0,0.0
MDK,1.012504,3.199488,1.2282364,0.31913206,7.046241,10.179706
TMEM105,0.030901011,0.036573075,0.04553419,0.028847322,0.043113913,0.045804176
SASH3,0.0,0.0,0.00023651795,0.0,0.0,0.0
BARX2,0.0047362186,0.011607682,0.007393056,0.008906801,0.0075440207,0.013092881
OR2W3,0.0,0.0,0.0,0.0,0.0,0.006077685
C18orf26,0.1211596,0.25181788,0.13436098,0.11933773,0.18776193,0.17399506
MLANA,0.15418561,0.17202023,0.21836168,0.13372916,0.2107492,0.19004023
IL13RA2,0.0,0.0,0.0,0.13459393,0.0,0.0
CCL4,0.0,0.0,0.00036689526,2.4867039e-05,0.0,0.0
GPR182,0.0,0.0,0.019954678,0.0,0.0,0.0
MAPK10,0.042049512,0.29540217,0.05935868,0.06720704,2.0978932,0.07468821
CCL19,0.0,0.0,0.00021460695,0.0,0.0,0.0
LOC100130301,0.00017286566,0.0,0.00024098717,0.0,0.0,7.2397896e-05
MEFV,0.20141292,0.23658323,0.27925655,0.2023116,0.2765404,0.2689406
C11orf42,0.0,0.00094445684,0.0,0.0,2.3790932e-05,0.0
ZNF879,0.057039946,0.13694917,0.023393268,0.07375588,0.15340254,0.07881627
OR5AK2,0.0,0.0,0.008958169,0.0,0.0,0.0
RDH8,0.00033386116,0.0,0.0,0.0022976028,0.008782018,0.0
LAMB1,0.1704758,2.0420551,1.0176461,2.761854,1.209859,3.3120484
CNGA3,0.0024632309,0.00043381928,1.31398865e-05,0.0,0.0,0.0
CDH9,0.0049772505,0.0,0.0,0.0,0.34805462,0.0
MS4A2,0.044584446,0.05390924,0.057377625,0.052345578,0.066758856,0.061141077
GPRASP1,0.028981045,0.061743915,0.04623514,0.04965385,0.086000174,0.039890647
CSF2,0.0,0.0,0.0,0.00070735073,0.0,0.0
CCNB1,5.5561867,2.1517558,0.87751776,1.4795287,6.1624966,0.99798
NDUFB1,0.37543458,0.33535337,0.28179437,0.44950914,0.3229841,0.53051263
CDC20B,0.0,0.001082047,3.898537e-05,0.0,2.3619968e-05,0.05957386
C20orf160,0.0053416872,0.0,0.12611358,0.0,0.0010649724,0.0
C2orf84,6.114652e-05,0.00345284,0.008489852,0.015040277,0.003722891,0.02482452
FGF12,0.60696554,1.8511909,8.934474,0.0012122607,0.6978001,0.18353547
TM4SF5,0.0,0.0,0.00043208158,0.0,0.0,0.0
FAM46A,0.2527744,0.56172514,0.27886587,2.4146993,0.9708453,2.1107004
ERBB4,0.0033509838,15.718487,0.09653262,0.000100066616,0.08421922,0.059157047
KLHL31,0.03538111,0.00012504305,0.00040681995,0.010191395,0.022082347,0.52293533
NDUFA8,0.5441377,0.56147915,0.3846535,0.5691958,0.4676885,0.7546345
NEUROG1,2.3259989e-05,0.0,0.0,0.0,0.031352762,0.0
FLJ45513,0.025718443,0.016259972,0.028341588,0.018447159,0.020581895,0.013258666
PIWIL2,0.12835175,0.068413846,0.08174114,0.07749283,0.10589683,0.09367552
PAPPA2,0.0013442663,0.00047529273,1.5246828e-05,0.0,0.0068606427,4.894868
LTBP2,0.011630828,0.06964583,0.19529462,1.1034613,0.019775076,0.00016341823
STX11,0.04436484,0.08898409,0.12616493,0.069291055,0.08739202,0.07989581
SLC16A12,0.07364229,0.03534956,0.045412242,0.03692208,0.04933574,0.07077474
STK31,0.010914896,0.07061514,0.008076241,4.6047913e-05,6.940749e-05,0.104513645
GATM,0.086752,2.4548843,0.006058237,0.0,0.097767435,0.021061558
SLX1B,0.025486011,0.047043428,0.03471788,0.020458745,0.03495611,0.034377214
PDK1,1.2937014,1.2392423,1.1332413,0.6380716,0.8285304,1.0500947
NUAK1,0.5023255,2.8577735,0.6210251,0.48329595,2.0323262,0.32419538
LRMP,0.0032655124,0.0,0.00043777534,0.0,0.00081400014,0.0
LAPTM5,0.0009240538,0.04323715,0.51608,0.005225029,0.01138439,0.0
SLC39A5,0.0,3.2915923e-05,0.00038892566,0.0,0.0054747807,7.4039424e-05
NR2F2,0.00015442798,0.077694215,0.063350044,1.3965682,0.9824779,1.8407984
NFIB,0.42068174,1.5724969,6.9364886,0.5558372,0.03378326,0.30694273
AP5B1,0.10087335,0.16418602,0.10840767,0.12598538,0.13791442,0.19407032
HOXA6,0.0,0.0,0.0,0.0010345723,0.0,0.0
VSTM5,0.0009495186,0.0,0.013671228,0.0021306376,0.00018807854,0.0073150545
GTPBP5,0.25472036,0.3085406,0.31087258,0.33319446,0.3881129,0.43469298
WDR92,0.43346304,0.27245817,0.36121404,0.33093905,0.48536655,0.35887328
SPHKAP,4.424015e-05,0.00035135934,5.662541e-05,0.1450279,0.0,0.0
RGMB,0.18010056,0.5989906,0.15304069,1.0886981,0.38915262,0.032463536
RAPH1,0.24434756,0.37794927,3.6585999,0.55605567,0.5181845,0.35567302
COL15A1,0.00043340234,0.065304205,0.31608284,0.020108981,0.0008852521,0.0015576129
ZNF793,0.7687745,1.0425564,1.0356725,0.8153966,1.2020981,1.1037759
JMJD6,0.2694299,0.47923583,0.4867718,0.26719326,0.2980751,0.2738502
FAM167A,0.017268935,0.20126587,0.018092446,0.042006515,0.09097573,0.00031847312
RPP21,0.39641812,0.25466922,0.09697555,0.2314098,0.31818563,0.29561064
FAM170B,0.0,0.0,0.004263594,0.0,0.0,0.0
PDGFC,0.04523447,0.16009058,0.47851178,1.8319995,0.2398383,0.49253982
ATP5J,1.5751091,1.6932466,1.1625289,1.5153185,1.4252293,1.749979
SLC44A3,0.013993891,0.01786175,0.0,0.021700308,0.0028652858,0.54796493
HOGA1,0.06554474,0.064740196,0.07900856,0.07051713,0.09469016,0.06668803
OLAH,0.05162787,0.053396285,0.04542766,0.039010845,0.052759927,0.051079057
GLT8D2,0.14342186,0.039407577,0.006899568,1.5362144,0.01817894,0.060019575
PRIC285,0.050951988,0.04488233,0.05182677,0.045004472,0.06183298,0.05289202
IFI44,0.0,0.0,0.0,0.20370577,0.0,0.0
PHPT1,0.90983677,1.2513518,0.86246866,1.6737856,1.4597907,1.4559196
CHRNB1,0.27748495,0.28895324,0.3348792,0.24803495,0.41128466,0.40567005
HHLA2,0.39600456,0.49376562,0.18105794,0.03607237,0.046931874,0.15133558
IL22RA1,0.0,0.0,0.0,0.0066970377,0.0,0.0
TMEM196,0.00036323696,3.8282706e-05,0.041560706,1.0687667e-05,0.0076713576,0.00014223364
C1orf116,0.056104235,0.032487515,0.0,0.0,0.023534274,0.0014217427
RXFP4,0.0,0.0,0.00013214511,6.271323e-05,0.0003209026,0.0
TEX26,8.610548e-05,0.004208278,0.00046104388,0.0,1.8343902e-05,0.0031628294
BPIFA1,0.0,0.0045328913,0.0,0.0,0.0,0.0
F8,0.03659898,0.012301387,0.09286932,0.03956165,0.05004651,0.044708077
IVNS1ABP,3.0836208,2.260707,2.90565,0.48306158,2.6204598,1.3574927
GTPBP10,0.46156213,0.41101542,0.33228952,0.4376845,0.5477841,0.535659
CYP2W1,0.013026275,0.012070068,0.014677456,0.008372838,0.02095582,0.018915145
VAV3,0.07863839,0.19083734,2.1720436,0.010254134,0.1262058,0.00038967692
UBL5,1.0410613,1.241072,1.0536371,1.1078275,1.1001542,1.1892812
GPR152,0.0,0.0,0.0,0.0,0.0,0.0013623901
SLC38A11,1.948081e-05,0.0029054333,5.3651736e-05,0.14502858,0.0,0.0
BCL2L15,0.114899434,0.11866765,0.14286943,0.096948184,0.12653492,0.1287777
MRPL30,1.0522563,1.0006993,0.68885064,0.5869514,0.9820261,0.7422576
DACT2,0.005980158,0.30266434,1.5089462e-05,0.0,0.000928229,0.0
ITIH5,0.166175,0.21825331,0.15252161,0.29011726,0.16098933,0.20578042
RASSF9,0.008833193,0.049197357,0.0,0.0,0.00037282237,0.009861321
LOC200726,6.997288e-05,0.0,0.0,0.0,0.0,0.0
EFNA1,0.04252843,0.024967123,3.911352,0.026926527,0.009637227,0.69547945
MAK16,2.401738,0.6793681,0.7469884,1.0218111,1.0988393,1.2392441
ENPP6,0.08413404,0.09203307,0.09396723,0.08372076,0.1150156,0.14821416
C11orf87,0.002161138,0.003732296,7.3573654e-05,0.00012736775,0.021294117,0.0
FUT5,0.0,0.0,1.4310472e-05,0.0,0.00051296403,0.0
FCGR2C,0.0005651159,0.0,0.0,0.00013673723,3.2449054e-05,0.0
OPRK1,0.03565069,0.043057323,0.025649903,0.0204495,0.3068681,0.9516012
SLC7A14,0.3156601,0.4479782,0.528644,0.50791174,0.5170123,0.47489223
TIMM17B,0.43521193,0.6105616,0.4668839,0.27640992,0.6150206,0.75446516
GCNT4,0.01297261,0.010414068,2.0417525e-05,0.085572705,0.03052015,0.0
OR13H1,0.0,0.0,0.0,0.0,0.0,0.0
FRMD6,0.19478843,0.4213899,0.20677423,3.2983072,0.34931132,0.32624403
CYP2E1,0.0,0.00039733085,0.0029736613,0.0017028751,0.008754862,0.018183578
TMPRSS3,0.0267672,0.04169375,0.037004095,0.025890777,0.03447887,0.035606954
PLAGL1,0.009879697,0.1212914,2.3241825,0.39276984,0.100226186,0.0013760725
LSM1,0.6312357,0.55867606,0.488946,0.9119944,0.46685505,0.71501917
KIAA1755,0.04167464,0.072736904,0.061845027,0.108399004,0.085659236,0.08620252
ARMC9,0.32877797,0.3389433,0.0972603,1.8124697,0.54034936,0.15470439
ITGA4,0.027548434,0.3847254,0.2591684,1.409807,0.27276754,0.0
BSX,0.0,0.0,0.0,0.0,0.0,0.0
TSHB,0.0,0.0,0.0,0.0,0.0,0.0
GABRB2,0.010423368,0.44266438,0.00010761216,1.8804323e-05,0.0797288,0.00043417996
NFIA,0.05719395,0.18503337,0.0013259271,1.3376708,0.08606019,0.022630377
L1TD1,24.44596,5.261622,0.34736457,0.090910405,0.5387,4.3959746
TFAP2C,0.05258504,0.9331109,0.08486939,1.3805225,0.33937815,3.7032366
DGKA,0.080281086,0.10895094,0.43243858,0.3966122,0.038474333,0.22946618
CCDC30,0.057033796,0.053800788,0.06669228,0.044786636,0.08640869,0.05083902
TG,2.634106e-05,0.0,0.0,9.032237e-06,0.0,0.013528515
ECT2,1.6737859,0.761884,0.6980186,0.5169731,2.7660365,0.3836758
CCL5,0.37941453,0.37203962,0.3739101,0.28305015,0.4483047,0.49605379
OR13C4,0.0,0.0,0.011762794,0.0,5.2898733e-05,0.0
PTPRZ1,2.44713,0.04227447,0.18053429,0.004069298,2.4550161,0.0015357521
CD14,0.0,0.0,0.0,0.08851609,0.013181486,0.0
PPIL2,0.27305228,0.4434231,0.3255378,0.35078192,0.5090639,0.39037082
PARP1,5.308195,1.561758,1.0692451,0.7683476,2.8991113,1.5611451
CTSL2,2.3187978,5.995095,0.4147915,0.15101996,0.7964367,12.930103
FES,0.023169015,0.04444984,0.44283748,0.0505384,0.035702795,0.12552917
GAGE12J,0.0,0.0,0.0,0.0,0.00038318767,0.0
SLITRK2,0.01484814,1.7703849,0.12136005,0.0,0.05799891,0.010790296
ACSM2B,2.4474814e-06,2.9238032e-05,1.7480123e-05,3.283055e-05,0.00063241477,0.00021287544
NDUFV3,0.58852726,0.6167874,0.60643065,0.57082945,0.698268,0.775013
SLC35F1,0.9458615,0.40685058,0.03841387,0.040599607,2.4730568,0.052132793
RHCG,0.0014750299,0.0,0.06963678,0.0,0.00014705624,0.0
ZCRB1,0.69205254,0.5039059,0.35472676,0.8466077,0.7943013,0.5140154
PLEKHA2,0.17104554,0.2509509,0.31807312,0.6576645,0.26975855,0.32755557
UBQLNL,0.0,0.0,0.07659203,0.01304664,0.0019878775,0.028931132
RHOU,0.041555457,0.07128873,0.028704625,0.13974169,0.13870099,1.912069
LIFR,0.15751104,1.9606797,4.637998,0.36653122,0.026342385,2.0737023
SMYD4,0.3505643,0.34952557,0.36133486,0.2364483,0.5045379,0.5683924
SPIN4,0.15636982,0.041638684,1.9922291,0.031009974,0.1276878,0.56477547
GUCA1B,0.18894462,0.139499,0.107981615,0.07698136,0.20522635,0.121830165
LOC100507055,0.0011158182,0.0,0.0,0.0033736874,0.000108338114,0.0
PAPL,0.1836611,0.2709543,0.34550437,0.25949124,0.33675602,0.3283285
LOC100144595,0.06750613,0.09432151,0.094021164,0.062461697,0.100855075,0.10245132
KLK14,3.75696e-05,0.000257097,0.0,7.147615e-06,0.00011185397,4.0338353e-05
CACNG8,0.3543923,0.42552203,0.5975209,0.32685488,0.4692176,0.44988933
P4HA1,0.4200291,2.2180283,2.0077338,2.242717,1.495391,0.5313919
KLHL4,0.4946848,0.37228963,2.2994666,0.0040476476,0.08715105,0.0188898
TRPA1,0.008347854,0.7876518,0.0038876901,0.07366791,0.0058391998,0.0026443254
C4orf26,0.05573974,0.07194531,0.06090641,0.050997537,0.082121335,0.095027335
BOLA2B,0.26119405,0.22403738,0.09467418,0.10470164,0.10333426,0.13086438
RAET1E,0.049389377,0.058105826,0.06290548,0.059716806,0.07588316,0.06306123
ZNF480,0.77155846,0.81151253,0.94841045,0.6986127,0.758505,0.7326366
TRIB1,0.3762089,0.7680477,0.46509686,0.37562346,0.18525599,0.08100807
SETMAR,0.37554377,0.32839203,0.31386197,0.24185385,0.39553905,0.38322887
SPATA5,0.61415946,0.4242744,0.4343578,0.37013456,0.63071233,0.40559497
SFTPB,0.62174827,0.6202054,0.21270846,0.08510796,0.11961565,0.12929593
CPSF3,3.2419598,1.6397648,1.2480265,1.2518717,2.8899186,1.8330884
GRM5,0.010084898,0.0007248825,0.0,0.00013775242,0.004773733,0.0
TLX2,0.0,0.0,0.0,7.956756e-05,0.00053057726,0.0
CA5B,0.4318609,0.71798855,0.5548985,1.0070784,0.6038815,0.99927044
ABCA9,0.17435811,0.3256467,0.36383915,0.34735987,0.33426014,0.33374447
CCDC83,0.0013771584,0.005111739,0.0052485466,0.0016533793,0.004098135,0.0018376425
BSND,0.0001663023,0.0,4.3365068e-05,0.0,0.0,0.013958097
KCNE4,0.09258358,0.12663762,0.16428259,0.16140935,0.14525208,0.15140459
ANKS4B,0.15884702,0.32860518,0.34753677,0.21745025,0.29371047,0.32813746
FAM49A,0.107839964,0.047060892,1.7173247,0.009347668,0.025240595,0.55916655
KIAA1210,0.049488023,0.045261696,0.052426256,0.03874483,0.054226805,0.05948377
TLR7,0.050774883,0.05851879,0.072874814,0.04674527,0.0801531,0.1282155
TLR9,0.0,0.0,2.5963605e-05,0.0,0.00039269408,0.0
PAIP2B,1.0266464,0.51589525,0.26166454,0.017800676,0.715497,0.21234159
ADAM21,0.0052275327,0.03182443,1.2919746e-05,0.0,0.0034868137,0.0
RAD23B,0.45816818,0.7403274,0.93186575,0.75002843,0.80994016,1.445937
FZD7,1.4775877,3.5146868,0.26098117,0.7374247,1.0860521,0.025381489
ADRA1A,0.14211372,0.16641884,0.19063403,0.10555734,0.18124057,0.18272716
B4GALT1,0.2600302,2.639794,7.022076,2.3427584,0.631951,4.448393
PSPN,0.0,0.0,0.0,0.0,0.0,0.00030772501
OR5R1,7.6442084e-05,3.0627885e-05,0.0,0.0,0.0,0.0
SPOPL,0.14057036,0.22203898,0.1868083,0.109137304,0.18560937,3.1535568
YAF2,0.19250673,0.5333821,0.48041117,0.42354712,0.5964042,0.39877716
SF3B5,1.0686029,0.94460726,1.4190447,1.2958707,0.8475948,0.79904723
COL3A1,0.0012985055,0.33175763,0.012906859,7.4333096,0.038278908,6.2712083
MUC13,0.0,0.0,0.0,1.1393662e-05,0.00014403058,0.0
PECAM1,0.09281379,0.13695498,3.613399,0.11400399,0.14529344,0.16275662
SLC5A8,0.0004642841,0.0,0.0,0.0,0.0,0.0004205735
SPRR1A,9.9072495e-05,0.0,0.0,0.0,0.0,0.0
SLC12A2,0.8011662,1.0753169,2.7072132,1.0108025,1.1707016,13.913521
HEATR1,2.609615,0.69411415,0.71856016,1.0357839,1.4525499,1.0167804
C10orf111,0.033158235,0.040707108,0.06320663,0.030434845,0.05450628,0.08453444
CXCR7,0.0025007005,1.2818378,0.040510256,0.09901535,0.054873824,0.13754451
CDH23,0.17448016,0.18521103,0.195467,0.15750682,0.26974794,0.22400671
PRL,2.1931373e-05,0.0,0.0,0.0,9.071212e-05,0.0
C1orf185,0.0,0.0,0.0,0.0,0.0,0.0
CLEC17A,0.011887408,0.022217508,0.023843313,0.019520748,0.024654545,0.022597915
SLC22A24,0.00012350311,0.0,0.0,0.0,0.0,0.0
GATA5,0.0,0.0,0.01859715,0.0,2.4684816e-05,0.00068758515
C8B,0.0,0.0,0.0,0.0,2.3224835e-05,0.00081740547
PRSS23,0.021875914,0.42699513,0.31158862,1.276629,1.3728281,2.4453387
MUC20,0.04820059,0.06476426,0.082142055,0.06564929,0.089595996,0.16914156
PLAC4,0.059571043,0.08385359,0.12963445,0.072164066,0.108255394,0.16043726
ZBTB8A,1.0463407,1.7103392,1.1980323,0.8684302,1.436084,1.2324898
C1QTNF8,3.3530538e-05,0.00033478293,0.0,0.0,0.0,0.0
C9orf139,0.03368547,0.035926845,0.053047013,0.034383904,0.04620177,0.050773468
NPAS4,8.501996e-05,0.0,0.0,0.0003347354,0.00011427638,0.00017503065
ABCB11,0.0,0.0,0.0,0.0,0.00092401507,0.0
RELN,0.00037180734,0.14575806,0.0,0.022085054,0.057735503,1.3973165
OSCAR,0.032132488,0.04894744,0.06652984,0.05204123,0.051474802,0.059985183
DKK4,0.0,1.5483676,0.0,0.0,0.0044229534,0.0
SERPINE2,0.15807866,13.188145,0.65603673,2.3741233,0.11767514,0.22151597
CRISPLD2,0.086239114,0.11172075,0.06658639,2.0916557,0.041724622,0.08155784
PAEP,0.0,0.0,0.0010109601,0.0,0.0,0.0
MKI67,1.4342763,0.7894715,0.67307353,0.59439975,2.4469092,0.43005225
PRAMEF11,0.0,0.0,0.00051074737,0.0,0.0,0.0
FAM83E,0.035550483,0.06096815,0.0693457,0.052257843,0.07242097,0.07358521
KIAA1751,0.14042337,0.21851708,0.23407348,0.16878375,0.23565142,0.2087743
CTF1,0.02610462,0.04047396,0.034946445,0.055541776,0.03500491,0.046163786
KLF11,0.105595015,0.15697147,0.3461611,0.17282674,0.09722406,0.058570508
TOP2A,5.125528,1.5719256,1.571577,0.89232564,12.113381,0.6031933
ID2,0.39193627,0.43233624,0.3578489,1.8698375,2.2426448,0.5062481
PFDN2,0.26963964,0.48657298,0.3041447,0.22871116,0.2629134,0.27542943
MMP16,1.6729145,0.33522633,3.7299008,0.6451432,1.5050019,0.011316675
NMNAT1,0.3372023,0.5090979,0.66516525,0.5520774,0.6285527,0.68387884
ERMN,0.0035661063,0.010239386,0.0,8.9661175e-05,0.036464736,0.0062455125
GMNC,0.0,0.0,0.0,0.0,0.005981152,0.0
HP,0.003351732,0.35386,4.61395e-05,0.0,0.00041357812,0.00030285053
EDDM3A,0.0,0.0,0.0,0.0,0.0007687685,0.008435556
IL31RA,0.019998351,0.0105469925,0.01395823,0.011691796,0.014876437,0.019183528
PSG5,0.00014448207,8.894251e-06,0.0007992595,7.192088,0.011413256,4.8040503e-05
C1QL1,0.00020459165,0.00013329543,0.0,1.0007906e-05,0.000248973,0.0
IQCF3,0.018366639,0.029368833,0.03740901,0.025663616,0.03128636,0.038925637
EMP2,0.6419405,0.58676225,0.9887755,2.1037009,1.1138519,10.4243355
FAM73A,0.47644472,0.5486194,0.6716844,0.63347816,0.6841357,0.8331447
ABCB1,0.016377438,0.0,0.010241177,0.00019532774,0.0038417939,0.06596713
OLFML3,0.55216444,0.09719937,3.356958,2.2097785,0.19245447,0.9757321
TCEB1,1.0641456,1.3097906,0.88050747,0.77229816,0.8824237,1.0085266
IL10RA,0.0022962189,0.0,3.0910876e-05,1.1080572e-05,3.5154822e-05,0.0
SULT6B1,0.0,0.00012952875,0.0,0.0,0.0,0.0
SLC15A5,0.000480251,0.00016473948,0.0,0.0,0.0,0.0
ATP8B4,0.003267994,0.01016642,0.047762055,0.010889178,0.01120305,0.29491064
VN1R2,0.062219866,0.07864523,0.08290248,0.052415524,0.09751892,0.05166325
CXorf21,0.028192647,0.049749844,0.044740528,0.043354083,0.049318943,0.043953266
MARCH10,0.0009149736,0.0,0.0,0.011176908,0.008336918,0.10610013
MMP13,0.0,0.00095114845,1.2145816e-05,0.0045649568,0.0053954977,0.0
SEL1L2,0.0,0.0,0.0,0.0,0.011749374,0.0
TPK1,0.018738002,0.13549735,0.06407259,0.034326565,0.052492876,0.03463575
FOXP2,0.014905635,0.2981761,0.00069715513,0.30620196,0.04187717,0.045355387
TRIM50,8.742258e-06,0.0,0.00072023267,3.4173354e-05,0.0,0.0
CRTAM,0.073585264,0.09975831,0.1250177,0.09526933,0.12052566,0.11404306
C6orf25,0.0571112,0.04920173,0.06892611,0.0412038,0.0768632,0.055664185
IL32,0.010316601,0.0018143684,0.715564,0.057722267,0.0046391236,0.013143748
CD1E,0.0,1.5717811e-05,0.0051576123,0.0,0.0,0.0
SIGLEC9,0.0040689576,0.0051929466,0.005617914,0.003926922,0.0061637885,0.004400455
CXorf51A,0.0,0.00030613816,0.0,0.0,0.0,0.0
SV2C,0.0010926996,0.00072029606,0.0,0.0,0.012327135,0.028303899
HIST1H3I,0.018038124,0.0031954926,0.0011884962,0.0036054538,0.026291417,0.010075948
FABP2,0.03919645,0.06876057,0.079826,0.07466828,0.07551705,0.12551914
CAPN6,0.11472169,0.008549367,2.5674408e-05,0.0,0.38257468,0.40657482
ACY3,0.0037705477,0.007326437,0.0,0.0,0.0,0.0
RG9MTD3,0.26563346,0.28415313,0.28302005,0.2975942,0.47929475,0.36257988
LAPTM4B,2.3652363,13.922426,6.2084165,0.4838832,1.682426,0.8499862
LILRA5,0.04527495,0.09384546,0.05951594,0.049833305,0.07117565,0.077234834
ZNF750,0.0019507556,0.0,0.0,0.0,0.00035947078,0.035827886
C3orf32,0.0011019743,0.10320598,0.0012692933,0.0,0.009952144,0.028702801
WFIKKN2,5.87574e-05,0.0,0.0,0.0,0.0,0.0
EIF2C4,0.19143896,0.32681882,1.0229208,0.3475222,0.82748246,0.6680605
PRDM9,0.0036101807,0.0071969596,0.0036538749,0.0017331159,0.0022986145,0.0037844747
ZC2HC1B,0.00036416046,0.0,0.006368333,0.0,2.6339783e-05,0.00047062602
DOCK5,0.20395151,0.065890804,0.15867132,1.6548368,0.03435785,0.06850562
LBH,0.13169338,1.2530128,0.5124432,1.8053539,0.008980884,1.4999031
ZNF264,0.6395662,0.89742315,1.1892654,0.72685105,1.0888532,0.8542429
CCRN4L,0.14342396,0.117154576,0.1760678,0.09118284,0.064305484,0.26141235
FAT4,0.0579045,0.11598335,0.5435203,0.38284,0.056571834,0.00076864805
PTX3,0.009486355,0.0,0.0,1.2189063,0.0749569,0.0
PLD6,0.021569682,0.03503325,0.027515555,0.032228895,0.04186972,0.029771684
CCKBR,0.046972115,2.9920764,0.003652365,6.4073356e-05,0.20478201,0.06626346
PRF1,0.00808803,0.008033295,0.0071877474,0.0061016427,0.013279806,0.0109339
NAV1,0.68596107,1.0064228,1.6506853,1.3897794,2.6325004,0.69041735
USP17L3,0.0003739389,0.0,1.6644059e-07,3.612895e-05,8.6267115e-05,0.0
NAAA,0.14307792,0.25050172,0.17000604,0.13110372,0.06373223,0.071550764
PLEKHH2,0.17032114,0.24912353,0.23358028,0.36715117,0.38673696,0.20853132
NLRP8,0.02736937,0.04362205,0.03783829,0.027084287,0.04669809,0.032972533
SLC18A1,0.0,0.00016246222,0.028507937,0.0,0.0,0.0
GPR78,0.04072516,0.075083524,0.07709823,0.08574666,0.082413875,0.2149581
PDZRN3,0.036054306,0.3424797,0.0,0.29395935,0.003104478,0.98031515
CCDC132,0.19205587,0.24983105,0.25778076,0.46037397,0.26257694,0.30976382
SLC7A2,0.13972124,0.057854332,0.074906155,0.020150661,0.11386158,2.885541
OR10V1,0.0,0.0,0.0,0.0009874186,0.0,0.0
KREMEN1,0.34414476,0.513142,0.61981475,0.5039401,0.5490156,0.519942
ADAM7,0.0,0.012619086,0.0015534319,0.0,0.0016447812,0.0
FPR2,0.005394076,0.0,0.0,0.0,0.0,0.0
SLN,0.0,0.0063939537,0.0,0.00015553366,0.095455565,0.64640206
SLAMF6,0.021292783,0.054155488,0.053259213,0.18083945,0.041079797,0.05020137
DRD5,0.00011719536,0.0,0.00026186864,0.0,5.0693456e-05,0.0
ATP2B2,0.0010021048,0.0009251323,0.032338418,9.8589935e-06,0.0013313997,0.0002587104
LRRC70,0.0015264968,0.0012719702,1.0399975,5.3187516e-05,0.0016813311,0.00015804908
ITGB3,0.0013322303,0.0068367594,0.0019254894,0.08977632,0.0017106609,0.0
VANGL1,0.09942156,1.3017433,0.5250042,0.26740676,0.12732266,0.18857066
GPR155,0.30452207,0.38662317,0.61145216,0.33763388,0.46930707,0.877668
USP40,0.23044522,0.29293802,0.2380813,0.73969823,0.5219845,0.5782229
YPEL5,1.0923216,4.072662,3.228058,2.8312333,1.2482091,4.4435053
CXCL12,0.35167986,0.003988066,0.0016985682,4.26089,0.0051805815,0.3280533
LGR5,0.0022305176,0.48477465,0.0090376325,0.0,0.005744897,0.0
COL6A5,0.0045514214,0.07217951,0.000105277286,0.0,0.0,0.18881714
IRF6,0.1623473,0.1344908,0.15452535,0.09549589,0.1224337,0.37127414
ANP32A,0.40530133,0.44864717,0.2704003,0.12569648,0.5698846,0.31702533
SLC48A1,0.7156556,1.0928578,5.213994,1.8128725,0.7724155,0.6838088
ZNF527,0.30041975,0.3744177,0.6462454,0.37419343,0.51388997,0.51059353
MYEOV2,0.62770605,0.6127574,0.3820444,0.65197474,0.42572695,0.62564117
MUC7,0.0,0.00037478257,0.0,0.0,0.0,0.0
C17orf49,0.46591932,0.5385986,0.7103025,0.48838484,0.5655636,0.4425714
